id,code,variant,name,alias,category,rate_basis,k1_low,k1_high,k2_low,k2_high,k3_low,k3_high,source
2411,2411,,Weaving/pre-weaving - animal fibres,Pertenunan serat hewani,Tekstil/Kertas/Kulit,construction,1.601,2.002,2.402,3.002,3.203,4.003,SEOJK 6/SEOJK.05/2017 Lampiran I Tabel I.A
2412,2412,,Weaving/pre-weaving - vegetable/cellulose fibres,Pertenunan serat nabati/selulosa,Tekstil/Kertas/Kulit,construction,1.744,2.18,2.616,3.271,3.489,4.361,SEOJK 6/SEOJK.05/2017 Lampiran I Tabel I.A
2413,2413,,Weaving/pre-weaving - synthetic fibres,Pertenunan serat sintetis,Tekstil/Kertas/Kulit,construction,1.428,1.785,2.142,2.677,2.856,3.569,SEOJK 6/SEOJK.05/2017 Lampiran I Tabel I.A
2418,2418,,Weaving/pre-weaving - mixed,Pertenunan campuran,Tekstil/Kertas/Kulit,construction,2.081,2.601,3.121,3.902,4.162,5.202,SEOJK 6/SEOJK.05/2017 Lampiran I Tabel I.A
2421,2421,,Dressing/finishing - animal fibres,Finishing tekstil serat hewani,Tekstil/Kertas/Kulit,construction,1.738,2.173,2.608,3.26,3.477,4.346,SEOJK 6/SEOJK.05/2017 Lampiran I Tabel I.A
2422,2422,,Dressing/finishing - vegetable/cellulose fibres,Finishing tekstil serat nabati/selulosa,Tekstil/Kertas/Kulit,construction,1.21,1.513,1.816,2.269,2.421,3.026,SEOJK 6/SEOJK.05/2017 Lampiran I Tabel I.A
2423,2423,,Dressing/finishing - synthetic fibres,Finishing tekstil serat sintetis,Tekstil/Kertas/Kulit,construction,1.386,1.732,2.079,2.598,2.772,3.465,SEOJK 6/SEOJK.05/2017 Lampiran I Tabel I.A
2428,2428,,Dressing/finishing - mixed,Finishing tekstil campuran,Tekstil/Kertas/Kulit,construction,2.065,2.582,3.098,3.872,4.131,5.163,SEOJK 6/SEOJK.05/2017 Lampiran I Tabel I.A
2431,2431,,Mixed spinning/weaving - animal fibres,Proses tekstil campuran serat hewani,Tekstil/Kertas/Kulit,construction,1.79,2.238,2.685,3.356,3.58,4.475,SEOJK 6/SEOJK.05/2017 Lampiran I Tabel I.A
2432,2432,,Mixed spinning/weaving - vegetable/cellulose,Proses tekstil campuran serat nabati,Tekstil/Kertas/Kulit,construction,1.445,1.806,2.167,2.709,2.889,3.612,SEOJK 6/SEOJK.05/2017 Lampiran I Tabel I.A
2433,2433,,Mixed spinning/weaving - synthetic fibres,Proses tekstil campuran serat sintetis,Tekstil/Kertas/Kulit,construction,1.745,2.182,2.618,3.272,3.491,4.363,SEOJK 6/SEOJK.05/2017 Lampiran I Tabel I.A
2438,2438,,Mixed spinning/weaving - mixed,Proses tekstil campuran,Tekstil/Kertas/Kulit,construction,2.102,2.627,3.153,3.941,4.203,5.254,SEOJK 6/SEOJK.05/2017 Lampiran I Tabel I.A
2441,2441,,Textile waste processing - animal fibres,Pengolahan limbah tekstil hewani,Tekstil/Kertas/Kulit,construction,4.89,6.113,7.335,9.169,9.78,12.225,SEOJK 6/SEOJK.05/2017 Lampiran I Tabel I.A
2442,2442,,Textile waste processing - vegetable/cellulose,Pengolahan limbah tekstil nabati,Tekstil/Kertas/Kulit,construction,4.877,6.096,7.315,9.144,9.754,12.192,SEOJK 6/SEOJK.05/2017 Lampiran I Tabel I.A
2443,2443,,Textile waste processing - synthetic,Pengolahan limbah tekstil sintetis,Tekstil/Kertas/Kulit,construction,2.599,3.249,3.898,4.873,5.198,6.497,SEOJK 6/SEOJK.05/2017 Lampiran I Tabel I.A
2448,2448,,Textile waste processing - mixed,Pengolahan limbah tekstil campuran,Tekstil/Kertas/Kulit,construction,3.658,4.572,5.486,6.858,7.315,9.144,SEOJK 6/SEOJK.05/2017 Lampiran I Tabel I.A
2451,2451,,Rope/string/sack makers,Pabrik tali/karung,Tekstil/Kertas/Kulit,construction,1.605,2.006,2.407,3.009,3.209,4.012,SEOJK 6/SEOJK.05/2017 Lampiran I Tabel I.A
2452,2452,,Blanket weaving mills and carpet manufacture,Pabrik selimut/karpet,Tekstil/Kertas/Kulit,construction,1.41,1.763,2.115,2.644,2.82,3.525,SEOJK 6/SEOJK.05/2017 Lampiran I Tabel I.A
2458,2458,,Rope/blanket/carpet mixed,Industri tali/karpet campuran,Tekstil/Kertas/Kulit,construction,1.55,1.938,2.325,2.906,3.1,3.875,SEOJK 6/SEOJK.05/2017 Lampiran I Tabel I.A
248,248,,Cotton wool and kapok factories,Pabrik kapas/kapok,Tekstil/Kertas/Kulit,construction,3.223,4.029,4.834,6.043,6.446,8.057,SEOJK 6/SEOJK.05/2017 Lampiran I Tabel I.A
2501,2501,,Wood pulp and cellulose based on wood pulp,Pabrik pulp/selulosa kayu,Tekstil/Kertas/Kulit,construction,2.852,3.566,4.279,5.348,5.705,7.131,SEOJK 6/SEOJK.05/2017 Lampiran I Tabel I.A
2502,2502,,Linoleum factories,Pabrik linoleum,Tekstil/Kertas/Kulit,construction,4.423,5.529,6.635,8.293,8.846,11.058,SEOJK 6/SEOJK.05/2017 Lampiran I Tabel I.A
2508,2508,,Wood pulp/linoleum mixed,Pulp/linoleum campuran,Tekstil/Kertas/Kulit,construction,4.469,5.587,6.704,8.38,8.938,11.173,SEOJK 6/SEOJK.05/2017 Lampiran I Tabel I.A
2511,2511,,Paper manufacture,Pabrik kertas,Tekstil/Kertas/Kulit,construction,2.287,2.556,3.431,3.834,4.574,5.112,SEOJK 6/SEOJK.05/2017 Lampiran I Tabel I.A
2512,2512,,Manufacture of cardboard and hardboard,Pabrik karton/hardboard,Tekstil/Kertas/Kulit,construction,3.067,3.834,4.601,5.751,6.134,7.668,SEOJK 6/SEOJK.05/2017 Lampiran I Tabel I.A
2518,2518,,Paper/cardboard/hardboard mixed,Pabrik kertas/karton campuran,Tekstil/Kertas/Kulit,construction,3.282,4.102,4.922,6.153,6.563,8.204,SEOJK 6/SEOJK.05/2017 Lampiran I Tabel I.A
254,254,,Coloured paper and/or wallpaper printing works,Percetakan kertas warna/wallpaper,Tekstil/Kertas/Kulit,construction,2.315,2.894,3.473,4.341,4.631,5.788,SEOJK 6/SEOJK.05/2017 Lampiran I Tabel I.A
255,255,,Straw and rush goods factories,Pabrik barang jerami/anyaman,Tekstil/Kertas/Kulit,construction,1.631,2.038,2.446,3.058,3.262,4.077,SEOJK 6/SEOJK.05/2017 Lampiran I Tabel I.A
